no,stn_Cd,stn_Name,date,temp,hghst_Artmp,lowst_Artmp,hum,widdir,wind,max_Wind,rn,sun_Time,srqty,condens_Time,gr_Temp,soil_Temp,soil_Wt
220,580813A001,정읍시 정우면,2025-08-08,26.0,31.9,21.4,81.4,265.2,0.4,3.8,0.0,,16.90,501.0,,,
221,580813A001,정읍시 정우면,2025-08-09,25.0,28.7,23.0,87.7,103.1,0.5,4.2,4.0,,5.32,588.0,,,
222,580813A001,정읍시 정우면,2025-08-10,26.2,32.1,22.0,82.0,277.4,0.8,4.9,20.0,,20.60,450.0,,,
223,580813A001,정읍시 정우면,2025-08-11,24.3,28.3,21.9,90.9,89.0,0.4,2.8,7.5,,5.72,1051.0,,,
224,580813A001,정읍시 정우면,2025-08-12,23.9,27.6,20.9,91.1,98.0,0.5,3.9,8.5,,6.55,659.0,,,
225,580813A001,정읍시 정우면,2025-08-13,28.3,33.0,24.3,81.2,221.3,0.4,10.5,5.5,,14.03,43.0,,,
226,580813A001,정읍시 정우면,2025-08-14,28.2,33.3,23.7,83.8,271.4,0.7,9.3,16.5,,18.12,462.0,,,
227,580813A001,정읍시 정우면,2025-08-15,28.7,34.2,24.2,82.5,280.2,0.5,4.5,0.0,,18.64,624.0,,,
228,580813A001,정읍시 정우면,2025-08-16,28.4,34.6,24.1,78.9,273.5,0.5,4.3,0.0,,21.03,611.0,,,
229,580813A001,정읍시 정우면,2025-08-17,28.3,34.8,22.8,78.6,272.2,0.5,4.8,0.0,,20.44,474.0,,,
230,580813A001,정읍시 정우면,2025-08-18,29.0,35.1,24.1,77.6,268.7,0.6,5.0,0.0,,19.50,378.0,,,
231,580813A001,정읍시 정우면,2025-08-19,29.0,34.9,24.3,78.5,267.7,0.8,5.6,0.0,,19.20,509.0,,,
232,580813A001,정읍시 정우면,2025-08-20,29.0,35.6,24.2,79.0,259.9,0.7,4.5,0.0,,18.07,560.0,,,
233,580813A001,정읍시 정우면,2025-08-21,29.3,35.2,25.0,79.8,273.5,0.6,4.6,0.0,,17.87,233.0,,,
234,580813A001,정읍시 정우면,2025-08-22,29.2,34.8,24.7,76.8,275.9,0.6,5.2,0.0,,17.79,345.0,,,
235,580813A001,정읍시 정우면,2025-08-23,28.7,35.2,23.1,77.6,284.7,0.5,5.1,0.0,,17.48,431.0,,,
236,580813A001,정읍시 정우면,2025-08-24,29.6,36.5,24.2,78.5,260.2,0.6,5.0,0.0,,17.90,482.0,,,
237,580813A001,정읍시 정우면,2025-08-25,30.0,35.9,24.9,75.3,228.7,0.6,5.7,0.0,,16.54,445.0,,,
238,580813A001,정읍시 정우면,2025-08-26,26.7,29.9,22.7,89.4,229.9,0.6,7.8,59.0,,5.32,682.0,,,
239,580813A001,정읍시 정우면,2025-08-27,27.6,33.2,24.0,81.6,265.6,0.4,3.9,0.0,,17.62,667.0,,,
240,580813A001,정읍시 정우면,2025-08-28,28.2,34.9,23.3,80.6,258.0,0.5,5.4,0.0,,14.90,492.0,,,
241,580813A001,정읍시 정우면,2025-08-29,28.8,34.3,24.1,79.6,273.6,0.8,5.0,0.0,,16.73,606.0,,,
242,580813A001,정읍시 정우면,2025-08-30,28.8,34.6,23.5,78.6,274.4,0.5,4.6,0.0,,18.65,464.0,,,
243,580813A001,정읍시 정우면,2025-08-31,27.1,33.2,24.2,85.3,121.1,0.5,4.7,3.0,,10.35,794.0,,,
244,580813A001,정읍시 정우면,2025-09-01,27.9,34.3,23.9,83.6,212.1,0.6,6.1,18.5,,14.50,891.0,,,
245,580813A001,정읍시 정우면,2025-09-02,25.6,31.2,20.7,83.6,281.3,0.4,3.1,10.0,,10.01,782.0,,,
246,580813A001,정읍시 정우면,2025-09-03,25.9,33.5,20.1,84.9,161.3,0.5,4.9,32.0,,14.46,887.0,,,
247,580813A001,정읍시 정우면,2025-09-04,27.2,31.5,23.5,85.3,343.1,0.6,4.0,0.0,,14.32,578.0,,,
248,580813A001,정읍시 정우면,2025-09-05,27.5,33.6,23.7,84.6,236.6,0.4,6.6,0.5,,14.49,566.0,,,
249,580813A001,정읍시 정우면,2025-09-06,28.6,33.5,24.1,79.3,242.7,0.6,6.5,0.5,,14.23,569.0,,,
250,580813A001,정읍시 정우면,2025-09-07,25.8,30.1,20.8,90.7,242.3,0.7,7.1,134.5,,6.83,760.0,,,
251,580813A001,정읍시 정우면,2025-09-08,22.0,25.9,19.1,84.2,94.8,0.4,2.2,2.5,,6.57,851.0,,,
252,580813A001,정읍시 정우면,2025-09-09,20.9,22.8,18.3,91.4,100.7,0.6,4.0,8.0,,4.98,774.0,,,
253,580813A001,정읍시 정우면,2025-09-10,23.4,30.6,-10.8,84.0,203.7,0.4,3.2,1.0,,13.10,696.0,,,
254,580813A001,정읍시 정우면,2025-09-11,25.4,32.1,19.3,74.2,94.7,0.9,5.6,0.0,,19.37,494.0,,,
255,580813A001,정읍시 정우면,2025-09-12,24.2,27.6,21.7,86.0,87.5,0.6,3.6,11.0,,4.96,540.0,,,
256,580813A001,정읍시 정우면,2025-09-13,25.6,28.8,21.9,86.5,265.3,0.8,6.6,32.0,,8.08,513.0,,,
257,580813A001,정읍시 정우면,2025-09-14,25.3,31.1,21.1,82.9,272.0,0.4,3.4,0.0,,13.94,464.0,,,
258,580813A001,정읍시 정우면,2025-09-15,25.7,29.8,22.4,85.2,104.8,0.3,2.8,0.0,,8.64,196.0,,,
259,580813A001,정읍시 정우면,2025-09-16,27.5,33.4,23.5,84.0,257.3,0.5,5.6,0.0,,13.09,645.0,,,
260,580813A001,정읍시 정우면,2025-09-17,25.2,31.3,22.3,89.3,263.0,0.6,11.4,17.5,,6.82,835.0,,,
261,580813A001,정읍시 정우면,2025-09-18,23.5,28.6,20.8,84.5,269.3,0.4,3.6,0.0,,10.94,519.0,,,
262,580813A001,정읍시 정우면,2025-09-19,23.2,27.2,19.7,74.4,102.0,0.9,4.9,2.5,,8.01,117.0,,,
263,580813A001,정읍시 정우면,2025-09-20,22.5,26.1,18.1,86.2,270.7,0.9,8.7,9.0,,9.34,811.0,,,
264,580813A001,정읍시 정우면,2025-09-21,21.7,28.7,17.0,81.4,179.1,0.5,3.8,0.0,,15.02,524.0,,,
265,580813A001,정읍시 정우면,2025-09-22,22.5,27.6,17.8,67.9,85.5,0.8,4.9,0.0,,12.41,0.0,,,
266,580813A001,정읍시 정우면,2025-09-23,23.2,29.6,19.1,64.8,93.3,0.9,5.5,0.0,,14.95,0.0,,,
267,580813A001,정읍시 정우면,2025-09-24,24.8,30.7,20.1,79.8,126.7,0.7,6.5,4.0,,8.01,453.0,,,
268,580813A001,정읍시 정우면,2025-09-25,23.4,25.8,22.4,95.6,99.4,0.2,3.5,40.5,,4.58,948.0,,,
269,580813A001,정읍시 정우면,2025-09-26,23.8,28.6,21.0,83.4,278.5,0.6,3.9,0.0,,14.52,47.0,,,
270,580813A001,정읍시 정우면,2025-09-27,24.2,30.5,19.8,83.0,254.1,0.5,4.4,0.0,,11.98,486.0,,,
271,580813A001,정읍시 정우면,2025-09-28,22.2,24.2,19.8,91.1,265.1,0.6,6.3,4.0,,3.58,465.0,,,
272,580813A001,정읍시 정우면,2025-09-29,20.6,25.9,15.8,81.8,278.5,0.5,4.2,0.0,,12.25,474.0,,,
273,580813A001,정읍시 정우면,2025-09-30,20.0,26.6,14.7,80.3,263.0,0.4,3.8,0.0,,12.92,708.0,,,
274,580813A001,정읍시 정우면,2025-10-01,20.2,27.6,14.8,79.9,261.7,0.5,4.6,0.0,,15.89,551.0,,,
275,580813A001,정읍시 정우면,2025-10-02,20.5,25.5,17.9,83.9,94.6,0.3,2.3,0.5,,6.28,500.0,,,
276,580813A001,정읍시 정우면,2025-10-03,19.0,20.5,17.5,94.3,90.6,1.0,5.3,30.0,,2.23,1175.0,,,
277,580813A001,정읍시 정우면,2025-10-04,22.8,27.2,20.1,90.2,81.4,0.4,2.9,2.0,,7.92,455.0,,,
278,580813A001,정읍시 정우면,2025-10-05,23.1,26.7,20.3,88.7,282.2,0.5,4.3,0.0,,6.97,115.0,,,
279,580813A001,정읍시 정우면,2025-10-06,22.6,26.7,20.1,90.2,109.6,0.3,2.8,2.5,,3.80,953.0,,,
280,580813A001,정읍시 정우면,2025-10-07,23.3,26.7,21.5,89.2,250.1,0.8,7.0,4.5,,9.30,839.0,,,
281,580813A001,정읍시 정우면,2025-10-08,22.4,27.4,19.8,90.6,289.5,0.6,4.0,4.0,,7.13,797.0,,,
282,580813A001,정읍시 정우면,2025-10-09,23.2,29.2,18.2,77.1,98.7,0.6,5.1,0.0,,12.31,515.0,,,
283,580813A001,정읍시 정우면,2025-10-10,23.1,29.3,18.0,69.7,124.2,0.6,4.4,0.0,,14.04,74.0,,,
284,580813A001,정읍시 정우면,2025-10-11,23.2,29.5,18.2,77.4,265.4,0.5,3.9,0.0,,14.86,406.0,,,
285,580813A001,정읍시 정우면,2025-10-12,21.8,25.1,18.5,88.7,291.7,0.4,3.9,0.5,,4.10,487.0,,,
286,580813A001,정읍시 정우면,2025-10-13,22.4,27.0,17.8,89.6,276.8,0.3,4.5,7.5,,3.96,876.0,,,
287,580813A001,정읍시 정우면,2025-10-14,21.0,24.7,19.1,89.8,283.0,0.5,4.5,10.5,,8.72,717.0,,,
288,580813A001,정읍시 정우면,2025-10-15,20.8,25.1,17.4,83.8,102.6,0.6,4.2,0.5,,6.25,673.0,,,
289,580813A001,정읍시 정우면,2025-10-16,19.9,23.0,16.8,91.7,265.2,0.4,4.5,33.5,,5.43,832.0,,,
290,580813A001,정읍시 정우면,2025-10-17,20.2,26.8,14.2,83.8,105.9,0.6,5.3,5.5,,9.72,1024.0,,,
291,580813A001,정읍시 정우면,2025-10-18,18.0,19.9,15.3,92.0,296.6,0.7,4.9,14.0,,2.57,728.0,,,
292,580813A001,정읍시 정우면,2025-10-19,16.5,20.6,11.7,84.3,292.8,0.8,5.9,0.0,,6.72,72.0,,,
293,580813A001,정읍시 정우면,2025-10-20,12.6,17.4,7.8,69.7,264.4,0.7,5.4,0.0,,13.92,47.0,,,
294,580813A001,정읍시 정우면,2025-10-21,12.2,16.4,8.4,74.0,281.4,0.6,4.0,0.0,,7.48,0.0,,,
295,580813A001,정읍시 정우면,2025-10-22,12.5,21.1,5.3,83.1,262.1,0.4,4.3,0.0,,13.03,759.0,,,
296,580813A001,정읍시 정우면,2025-10-23,15.0,23.2,9.7,84.0,280.2,0.6,5.8,0.0,,12.67,883.0,,,
297,580813A001,정읍시 정우면,2025-10-24,15.3,22.8,10.8,85.3,273.3,0.5,4.8,0.0,,12.13,856.0,,,
298,580813A001,정읍시 정우면,2025-10-25,14.8,19.8,10.2,83.9,287.5,0.6,5.7,0.0,,7.51,726.0,,,
299,580813A001,정읍시 정우면,2025-10-26,13.3,18.7,10.2,81.2,289.3,0.5,6.0,0.0,,6.70,420.0,,,
300,580813A001,정읍시 정우면,2025-10-27,10.3,13.9,5.4,65.6,284.1,1.0,7.4,2.0,,12.96,301.0,,,
301,580813A001,정읍시 정우면,2025-10-28,8.6,15.7,3.1,68.5,163.2,0.5,5.4,0.0,,12.60,589.0,,,
302,580813A001,정읍시 정우면,2025-10-29,9.5,18.8,2.3,71.3,90.5,0.5,4.7,0.0,,12.20,692.0,,,
303,580813A001,정읍시 정우면,2025-10-30,11.0,18.4,4.0,72.9,101.1,0.4,3.9,0.0,,9.08,702.0,,,
304,580813A001,정읍시 정우면,2025-10-31,12.2,20.1,4.9,79.1,276.3,0.5,4.9,0.0,,11.27,743.0,,,
305,580813A001,정읍시 정우면,2025-11-01,13.0,17.9,9.2,80.9,287.2,0.9,7.7,3.5,,9.13,816.0,,,
306,580813A001,정읍시 정우면,2025-11-02,11.0,15.3,6.6,70.1,292.4,1.4,8.9,1.5,,8.92,558.0,,,
307,580813A001,정읍시 정우면,2025-11-03,6.5,13.9,-0.4,67.2,248.9,0.5,3.7,0.0,,11.71,276.0,,,
308,580813A001,정읍시 정우면,2025-11-04,9.8,18.3,4.1,80.0,273.4,0.4,3.9,0.0,,10.59,677.0,,,
309,580813A001,정읍시 정우면,2025-11-05,10.1,20.1,3.0,80.9,259.4,0.3,2.7,0.0,,10.67,933.0,,,
310,580813A001,정읍시 정우면,2025-11-06,10.9,20.2,4.1,80.8,254.9,0.3,3.1,0.0,,10.09,881.0,,,
311,580813A001,정읍시 정우면,2025-11-07,12.6,22.3,5.3,81.8,273.0,0.3,4.6,0.0,,10.48,913.0,,,
312,580813A001,정읍시 정우면,2025-11-08,13.8,20.2,8.4,80.7,86.6,0.4,4.9,5.0,,4.90,871.0,,,
313,580813A001,정읍시 정우면,2025-11-09,13.6,18.8,8.9,85.3,280.9,0.7,6.3,5.0,,8.83,875.0,,,
314,580813A001,정읍시 정우면,2025-11-10,9.1,14.4,2.3,65.0,276.2,0.8,7.2,0.0,,10.67,453.0,,,
315,580813A001,정읍시 정우면,2025-11-11,6.9,15.9,0.9,70.9,247.4,0.4,4.2,0.0,,9.75,679.0,,,
316,580813A001,정읍시 정우면,2025-11-12,6.9,13.5,0.5,82.6,138.1,0.3,3.0,0.0,,5.80,784.0,,,
317,580813A001,정읍시 정우면,2025-11-13,9.5,17.9,2.5,83.1,276.0,0.5,5.1,0.0,,9.34,954.0,,,
318,580813A001,정읍시 정우면,2025-11-14,7.9,15.7,1.6,79.0,275.6,0.5,5.4,0.0,,10.13,915.0,,,
319,580813A001,정읍시 정우면,2025-11-15,8.3,17.2,2.1,76.2,267.7,0.3,3.9,0.0,,10.08,848.0,,,
320,580813A001,정읍시 정우면,2025-11-16,10.7,20.9,3.5,76.3,257.3,0.5,5.4,0.0,,8.26,724.0,,,
321,580813A001,정읍시 정우면,2025-11-17,7.5,11.5,4.0,61.9,287.6,1.3,8.4,0.0,,7.02,181.0,,,
322,580813A001,정읍시 정우면,2025-11-18,4.1,7.7,2.3,65.9,95.0,0.7,4.3,0.0,,5.31,57.0,,,
323,580813A001,정읍시 정우면,2025-11-19,5.3,9.6,1.8,77.8,283.1,0.4,3.5,0.5,,5.54,560.0,,,
324,580813A001,정읍시 정우면,2025-11-20,8.3,14.6,1.7,77.2,260.8,0.6,6.5,0.0,,5.77,241.0,,,
325,580813A001,정읍시 정우면,2025-11-21,6.2,12.7,1.0,75.0,287.9,0.6,5.6,0.0,,9.25,749.0,,,
326,580813A001,정읍시 정우면,2025-11-22,6.5,15.3,0.0,78.1,275.6,0.4,4.5,0.0,,8.41,819.0,,,
327,580813A001,정읍시 정우면,2025-11-23,8.4,16.3,2.0,78.5,214.6,0.5,5.8,0.0,,8.28,618.0,,,
328,580813A001,정읍시 정우면,2025-11-24,12.0,18.8,7.0,78.9,245.2,0.7,5.8,0.0,,7.84,590.0,,,
329,580813A001,정읍시 정우면,2025-11-25,7.8,11.5,5.0,82.7,283.5,1.3,10.3,6.0,,3.46,900.0,,,
330,580813A001,정읍시 정우면,2025-11-26,7.2,12.0,1.5,75.8,272.3,0.4,4.8,0.0,,7.26,251.0,,,
331,580813A001,정읍시 정우면,2025-11-27,6.7,11.7,0.2,78.1,276.8,1.6,12.4,7.5,,4.08,797.0,,,
332,580813A001,정읍시 정우면,2025-11-28,4.9,9.2,-1.3,64.7,275.4,0.7,4.6,0.0,,7.89,305.0,,,
333,580813A001,정읍시 정우면,2025-11-29,6.6,16.2,-2.8,74.8,200.7,0.5,6.1,0.0,,8.20,686.0,,,
334,580813A001,정읍시 정우면,2025-11-30,12.7,19.5,5.5,75.9,230.4,0.6,5.7,0.0,,7.77,632.0,,,
335,580813A001,정읍시 정우면,2025-12-01,7.9,12.1,0.3,69.4,290.9,1.0,6.1,0.0,,8.28,457.0,,,
336,580813A001,정읍시 정우면,2025-12-02,3.0,7.9,-0.9,61.4,278.2,0.8,6.2,0.0,,7.62,254.0,,,
337,580813A001,정읍시 정우면,2025-12-03,-1.2,2.2,-4.2,65.9,297.3,1.0,6.8,0.0,,7.71,0.0,,,
338,580813A001,정읍시 정우면,2025-12-04,0.4,5.0,-4.7,72.2,267.0,0.6,6.8,0.0,,8.12,151.0,,,
339,580813A001,정읍시 정우면,2025-12-05,0.4,4.8,-4.7,63.1,303.3,0.8,7.8,0.0,,8.22,6.0,,,
340,580813A001,정읍시 정우면,2025-12-06,3.4,11.5,-6.7,70.5,166.0,0.6,6.0,0.0,,7.06,34.0,,,
341,580813A001,정읍시 정우면,2025-12-07,9.8,15.5,4.0,76.6,247.7,0.6,6.1,0.0,,5.87,455.0,,,
342,580813A001,정읍시 정우면,2025-12-08,5.4,9.8,-2.3,55.0,287.5,1.0,7.2,0.0,,8.20,0.0,,,
343,580813A001,정읍시 정우면,2025-12-09,1.6,9.3,-4.0,70.6,349.1,0.5,4.2,0.0,,8.04,533.0,,,
344,580813A001,정읍시 정우면,2025-12-10,5.0,12.8,-1.9,72.1,107.8,0.4,3.6,0.0,,6.66,463.0,,,
345,580813A001,정읍시 정우면,2025-12-11,7.5,12.8,-1.4,78.3,289.7,1.3,10.0,5.5,,5.03,460.0,,,
346,580813A001,정읍시 정우면,2025-12-12,1.0,8.9,-4.9,72.3,243.7,0.3,3.3,0.0,,8.21,129.0,,,
347,580813A001,정읍시 정우면,2025-12-13,2.9,8.5,-1.1,90.6,290.8,0.5,6.9,14.0,,1.94,1021.0,,,
348,580813A001,정읍시 정우면,2025-12-14,2.0,4.3,0.2,89.9,289.3,0.4,4.9,4.0,,2.15,1144.0,,,
349,580813A001,정읍시 정우면,2025-12-15,2.9,9.0,-0.6,84.2,229.2,0.3,3.9,0.0,,5.62,946.0,,,
350,580813A001,정읍시 정우면,2025-12-16,6.4,10.2,0.1,81.7,90.5,0.3,2.5,0.0,,2.02,327.0,,,
351,580813A001,정읍시 정우면,2025-12-17,5.8,9.0,-1.3,76.5,295.5,1.0,6.5,0.5,,5.53,481.0,,,
352,580813A001,정읍시 정우면,2025-12-18,1.7,9.6,-3.5,78.4,291.5,0.4,3.2,0.0,,8.33,584.0,,,
353,580813A001,정읍시 정우면,2025-12-19,7.3,17.6,-1.9,75.9,217.8,0.4,5.8,0.0,,6.45,676.0,,,
354,580813A001,정읍시 정우면,2025-12-20,10.1,16.8,5.7,85.7,285.5,1.0,7.9,0.0,,2.31,729.0,,,
355,580813A001,정읍시 정우면,2025-12-21,1.5,5.7,-4.5,57.7,282.5,1.0,5.1,0.0,,6.28,0.0,,,
356,580813A001,정읍시 정우면,2025-12-22,-1.9,6.4,-8.0,68.5,270.5,0.3,2.9,0.0,,8.04,1.0,,,
357,580813A001,정읍시 정우면,2025-12-23,5.3,13.1,-3.6,79.5,122.1,0.5,5.6,11.0,,2.84,514.0,,,
358,580813A001,정읍시 정우면,2025-12-24,4.4,6.1,1.0,89.1,291.1,0.6,3.7,3.5,,2.08,794.0,,,
359,580813A001,정읍시 정우면,2025-12-25,-0.9,3.0,-5.1,79.1,302.1,1.5,12.5,0.0,,4.79,448.0,,,
360,580813A001,정읍시 정우면,2025-12-26,-5.2,-1.6,-8.6,57.2,301.7,1.2,7.3,0.0,,8.62,119.0,,,
361,580813A001,정읍시 정우면,2025-12-27,-0.9,4.8,-8.3,70.5,203.2,0.4,3.9,0.0,,5.87,473.0,,,
362,580813A001,정읍시 정우면,2025-12-28,5.6,10.9,1.9,65.8,201.7,0.4,5.0,0.0,,6.41,139.0,,,
363,580813A001,정읍시 정우면,2025-12-29,6.0,12.7,1.1,81.5,269.0,0.7,8.3,0.0,,5.30,853.0,,,
364,580813A001,정읍시 정우면,2025-12-30,0.6,6.2,-3.9,63.9,271.6,0.5,5.7,0.0,,8.70,642.0,,,
365,580813A001,정읍시 정우면,2025-12-31,-2.4,0.5,-7.4,57.8,302.6,1.1,7.3,0.0,,8.38,0.0,,,
